variant,workload,n,fanout_target,groups,zipf_s,bytes_per_key,internal_node_bytes,leaf_bytes,total_bytes,internal_nodes,leaves,avg_leaf_depth,max_leaf_depth,node2,node4,node5,node16,node32,node48,node64,node256,menu_count
count6_paper6,words_fixture,16384,0,0,0,56.44,488728.0,435989.0,924717.0,8947.0,16384.0,8.015,22.0,5803.0,0.0,2606.0,512.0,26.0,0.0,0.0,0.0,6
count6_paper6,words_fixture,65536,0,0,0,55.69500000000001,1917008.0,1733029.0,3650037.0,34424.0,65536.0,7.943,22.0,21726.0,0.0,10436.0,2136.0,126.0,0.0,0.0,0.0,6
count6_paper6,words_fixture,235886,0,0,0,55.854,6907832.0,6267285.0,13175117.0,124256.0,235886.0,8.075,22.0,79113.0,0.0,36939.0,7745.0,458.0,0.0,1.0,0.0,6
count7_2_5_16_32_48_64_256,dense_uint64,4096,0,0,0,32.102,33184.0,98304.0,131488.0,17.0,4096.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,7
count7_2_5_16_32_48_64_256,dense_uint64,16384,0,0,0,32.11,132880.0,393216.0,526096.0,65.0,16384.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,7
count7_2_5_16_32_48_64_256,dense_uint64,65536,0,0,0,32.094,530448.0,1572864.0,2103312.0,257.0,65536.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,7
count7_2_5_16_32_48_64_256,dense_uint64,262144,0,0,0,32.094,2121856.0,6291456.0,8413312.0,1029.0,262144.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1028.0,7
count7_2_5_16_32_48_64_256,dense_uint64,1048576,0,0,0,32.094,8487328.0,25165824.0,33653152.0,4113.0,1048576.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4112.0,7
count7_2_5_16_32_48_64_256,sparse_uint64,4096,0,0,0,39.252,62472.0,98304.0,160776.0,385.0,4096.0,2.065,4.0,125.0,0.0,3.0,157.0,99.0,0.0,0.0,1.0,7
count7_2_5_16_32_48_64_256,sparse_uint64,16384,0,0,0,42.831,308528.0,393216.0,701744.0,2045.0,16384.0,2.231,4.0,1620.0,0.0,168.0,0.0,0.0,34.0,195.0,28.0,7
count7_2_5_16_32_48_64_256,sparse_uint64,65536,0,0,0,44.63,1352032.0,1572864.0,2924896.0,17562.0,65536.0,2.634,4.0,12050.0,0.0,5221.0,34.0,0.0,0.0,0.0,257.0,7
count7_2_5_16_32_48_64_256,sparse_uint64,262144,0,0,0,44.968,5496584.0,6291456.0,11788040.0,61603.0,262144.0,2.996,5.0,11615.0,0.0,35994.0,13737.0,0.0,0.0,0.0,257.0,7
count7_2_5_16_32_48_64_256,sparse_uint64,1048576,0,0,0,39.173,15909936.0,25165824.0,41075760.0,97135.0,1048576.0,3.061,6.0,30666.0,0.0,777.0,40212.0,25219.0,4.0,0.0,257.0,7
count7_2_5_16_32_48_64_256,uuid_fixture,4096,0,0,0,76.77,97360.0,217088.0,314448.0,1426.0,4096.0,3.7039999999999997,7.0,842.0,0.0,310.0,274.0,0.0,0.0,0.0,0.0,7
count7_2_5_16_32_48_64_256,uuid_fixture,16384,0,0,0,76.449,384184.0,868352.0,1252536.0,5728.0,16384.0,4.223,7.0,2371.0,0.0,2581.0,776.0,0.0,0.0,0.0,0.0,7
count7_2_5_16_32_48_64_256,uuid_fixture,65536,0,0,0,76.63,1548592.0,3473408.0,5022000.0,22957.0,65536.0,4.7,10.0,14078.0,0.0,4533.0,4346.0,0.0,0.0,0.0,0.0,7
count7_2_5_16_32_48_64_256,uuid_fixture,100000,0,0,0,76.081,2308072.0,5300000.0,7608072.0,37408.0,100000.0,4.881,10.0,21609.0,0.0,11293.0,4506.0,0.0,0.0,0.0,0.0,7
count7_2_5_16_32_48_64_256,words_fixture,4096,0,0,0,56.372,122928.0,107973.0,230901.0,2271.0,4096.0,7.882,18.0,1440.0,0.0,709.0,119.0,3.0,0.0,0.0,0.0,7
count7_2_5_16_32_48_64_256,words_fixture,16384,0,0,0,56.44,488728.0,435989.0,924717.0,8947.0,16384.0,8.015,22.0,5803.0,0.0,2606.0,512.0,26.0,0.0,0.0,0.0,7
count7_2_5_16_32_48_64_256,words_fixture,65536,0,0,0,55.69500000000001,1917008.0,1733029.0,3650037.0,34424.0,65536.0,7.943,22.0,21726.0,0.0,10436.0,2136.0,126.0,0.0,0.0,0.0,7
count7_2_5_16_32_48_64_256,words_fixture,235886,0,0,0,55.854,6907832.0,6267285.0,13175117.0,124256.0,235886.0,8.075,22.0,79113.0,0.0,36939.0,7745.0,458.0,0.0,1.0,0.0,7
count1_node256,controlled_fanout,1000,1,1000,0,32.32,10320.0,22000.0,32320.0,5.0,1000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1
count1_node256,controlled_fanout,2000,2,1000,0,1059.16,2074320.0,44000.0,2118320.0,1005.0,2000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,1
count1_node256,controlled_fanout,3000,3,1000,0,713.44,2074320.0,66000.0,2140320.0,1005.0,3000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,1
count1_node256,controlled_fanout,4000,4,1000,0,540.58,2074320.0,88000.0,2162320.0,1005.0,4000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,1
count1_node256,controlled_fanout,5000,5,1000,0,436.8639999999999,2074320.0,110000.0,2184320.0,1005.0,5000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,1
count1_node256,controlled_fanout,6000,6,1000,0,367.72,2074320.0,132000.0,2206320.0,1005.0,6000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,1
