variant,workload,n,seed,run,operation,seconds,visited,scans,mops_per_sec,scans_per_sec,avg_entries_per_scan,prefix_len,fanout_target,groups,keys,bytes_per_key,internal_node_bytes,total_bytes,avg_leaf_depth,max_leaf_depth
node32_node64,controlled_fanout,1000,1,0,iter_prefix,0.000030900,512,512,16.569578,16569577.970395,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
node32_node64,controlled_fanout,1000,1,1,iter_prefix,0.000030800,512,512,16.623376,16623375.708145,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
node32_node64,controlled_fanout,1000,1,2,iter_prefix,0.000030600,512,512,16.732026,16732026.049275,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
node32_node64,controlled_fanout,1000,1,3,iter_prefix,0.000031400,512,512,16.305733,16305733.009344,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
node32_node64,controlled_fanout,1000,1,4,iter_prefix,0.000030900,512,512,16.569578,16569577.970395,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
node32_node64,controlled_fanout,1000,1,5,iter_prefix,0.000030700,512,512,16.677528,16677527.875020,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
node32_node64,controlled_fanout,1000,1,6,iter_prefix,0.000030400,512,512,16.842106,16842106.011105,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
node32_node64,controlled_fanout,1000,1,7,iter_prefix,0.000031300,512,512,16.357828,16357828.402612,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
node32_node64,controlled_fanout,1000,1,8,iter_prefix,0.000021100,512,512,24.265402,24265402.159637,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
node32_node64,controlled_fanout,1000,1,9,iter_prefix,0.000031000,512,512,16.516127,16516127.317431,1.000000,4,1,1000,1000,30.312000,8312,30312,4.000,4
paper6_indexed,controlled_fanout,1000,1,0,iter_full,0.000012000,3000,3,250.000067,250000.066949,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,1,iter_full,0.000011900,3000,3,252.100925,252100.924546,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,2,iter_full,0.000011800,3000,3,254.237390,254237.390184,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,3,iter_full,0.000011800,3000,3,254.237233,254237.233420,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,4,iter_full,0.000011800,3000,3,254.237233,254237.233420,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,5,iter_full,0.000011800,3000,3,254.237390,254237.390184,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,6,iter_full,0.000011600,3000,3,258.620829,258620.829206,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,7,iter_full,0.000011600,3000,3,258.620667,258620.666989,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,8,iter_full,0.000007800,3000,3,384.615326,384615.326164,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,9,iter_full,0.000007900,3000,3,379.747092,379747.091610,1000.000000,0,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,0,iter_prefix,0.000020800,512,512,24.615378,24615378.004319,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,1,iter_prefix,0.000020500,512,512,24.975615,24975614.597655,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,2,iter_prefix,0.000020400,512,512,25.098036,25098036.090052,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,3,iter_prefix,0.000020100,512,512,25.472636,25472636.491231,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,4,iter_prefix,0.000020200,512,512,25.346533,25346533.376532,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,5,iter_prefix,0.000020500,512,512,24.975606,24975605.733192,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,6,iter_prefix,0.000020000,512,512,25.600001,25600000.646710,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,7,iter_prefix,0.000020100,512,512,25.472636,25472636.491231,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,8,iter_prefix,0.000020200,512,512,25.346533,25346533.376532,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
paper6_indexed,controlled_fanout,1000,1,9,iter_prefix,0.000020200,512,512,25.346533,25346533.376532,1.000000,4,1,1000,1000,30.320000,8320,30320,4.000,4
node256_only,controlled_fanout,1000,1,0,iter_full,0.000011500,3000,3,260.869559,260869.559429,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,1,iter_full,0.000011100,3000,3,270.270338,270270.338218,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,2,iter_full,0.000012000,3000,3,249.999915,249999.915366,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,3,iter_full,0.000012100,3000,3,247.933935,247933.934542,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,4,iter_full,0.000008500,3000,3,352.941208,352941.208045,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,5,iter_full,0.000008600,3000,3,348.837209,348837.209261,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,6,iter_full,0.000007400,3000,3,405.405507,405405.507327,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,7,iter_full,0.000007400,3000,3,405.405109,405405.108717,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,8,iter_full,0.000007400,3000,3,405.405507,405405.507327,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,9,iter_full,0.000007400,3000,3,405.405109,405405.108717,1000.000000,0,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,0,iter_prefix,0.000026700,512,512,19.176030,19176030.264077,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,1,iter_prefix,0.000025700,512,512,19.922174,19922173.936016,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,2,iter_prefix,0.000025600,512,512,19.999996,19999995.503023,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,3,iter_prefix,0.000025400,512,512,20.157483,20157482.729672,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,4,iter_prefix,0.000025400,512,512,20.157477,20157476.955460,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,5,iter_prefix,0.000025400,512,512,20.157477,20157476.955460,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,6,iter_prefix,0.000025200,512,512,20.317458,20317458.132257,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,7,iter_prefix,0.000025300,512,512,20.237157,20237157.193109,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,8,iter_prefix,0.000025300,512,512,20.237157,20237157.193109,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
node256_only,controlled_fanout,1000,1,9,iter_prefix,0.000025600,512,512,19.999996,19999995.503023,1.000000,4,1,1000,1000,32.320000,10320,32320,4.000,4
original4,controlled_fanout,2000,1,0,iter_full,0.000043400,6000,3,138.248861,69124.430692,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,1,iter_full,0.000023300,6000,3,257.510779,128755.389570,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,2,iter_full,0.000023200,6000,3,258.620748,129310.374049,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,3,iter_full,0.000023200,6000,3,258.620667,129310.333495,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,4,iter_full,0.000023200,6000,3,258.620667,129310.333495,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,5,iter_full,0.000023200,6000,3,258.620667,129310.333495,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,6,iter_full,0.000023200,6000,3,258.620667,129310.333495,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,7,iter_full,0.000023200,6000,3,258.620667,129310.333495,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
original4,controlled_fanout,2000,1,8,iter_full,0.000023200,6000,3,258.620667,129310.333495,2000.000000,0,2,1000,2000,54.156000,64312,108312,5.000,5
