variant,workload,n,fanout_target,groups,bytes_per_key,internal_node_bytes,leaf_bytes,total_bytes,internal_nodes,leaves,avg_leaf_depth,max_leaf_depth,node2,node4,node5,node16,node32,node48,node64,node256,node2_bytes,node4_bytes,node5_bytes,node16_bytes,node32_bytes,node48_bytes,node64_bytes,node256_bytes,fanout_1_2,fanout_3_5,fanout_6_16,fanout_17_32,fanout_33_48,fanout_49_64,fanout_65_256
node256_only,controlled_fanout,20000,2,10000,1058.231,20724624.0,440000.0,21164624.0,10041.0,20000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,10000.0,0.0,1.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,22400,224,100,31.305999999999997,208464.0,492800.0,701264.0,101.0,22400.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208464.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
node256_only,controlled_fanout,24000,24,1000,108.43,2074320.0,528000.0,2602320.0,1005.0,24000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,1000.0,0.0,0.0,4.0
node256_only,controlled_fanout,25500,255,100,30.175,208464.0,561000.0,769464.0,101.0,25500.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208464.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
node256_only,controlled_fanout,30000,3,10000,712.821,20724624.0,660000.0,21384624.0,10041.0,30000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,0.0,10000.0,1.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,31000,31,1000,88.914,2074320.0,682000.0,2756320.0,1005.0,31000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,1000.0,0.0,0.0,4.0
node256_only,controlled_fanout,32000,32,1000,86.823,2074320.0,704000.0,2778320.0,1005.0,32000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,1000.0,0.0,0.0,4.0
node256_only,controlled_fanout,33000,33,1000,84.858,2074320.0,726000.0,2800320.0,1005.0,33000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,1000.0,0.0,4.0
node256_only,controlled_fanout,34000,34,1000,83.009,2074320.0,748000.0,2822320.0,1005.0,34000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,1000.0,0.0,4.0
node256_only,controlled_fanout,37000,37,1000,78.063,2074320.0,814000.0,2888320.0,1005.0,37000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,1000.0,0.0,4.0
node256_only,controlled_fanout,40000,4,10000,540.116,20724624.0,880000.0,21604624.0,10041.0,40000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,0.0,10000.0,1.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,40000,40,1000,73.858,2074320.0,880000.0,2954320.0,1005.0,40000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,1000.0,0.0,4.0
node256_only,controlled_fanout,47000,47,1000,66.134,2074320.0,1034000.0,3108320.0,1005.0,47000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,1000.0,0.0,4.0
node256_only,controlled_fanout,48000,48,1000,65.215,2074320.0,1056000.0,3130320.0,1005.0,48000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,1000.0,0.0,4.0
node256_only,controlled_fanout,49000,49,1000,64.333,2074320.0,1078000.0,3152320.0,1005.0,49000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,1000.0,4.0
node256_only,controlled_fanout,50000,5,10000,436.492,20724624.0,1100000.0,21824624.0,10041.0,50000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,0.0,10000.0,1.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,50000,50,1000,63.486,2074320.0,1100000.0,3174320.0,1005.0,50000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,1000.0,4.0
node256_only,controlled_fanout,56000,56,1000,59.041,2074320.0,1232000.0,3306320.0,1005.0,56000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,1000.0,4.0
node256_only,controlled_fanout,60000,6,10000,367.41,20724624.0,1320000.0,22044624.0,10041.0,60000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20724624.0,0.0,0.0,10001.0,0.0,1.0,0.0,39.0
node256_only,controlled_fanout,63000,63,1000,54.926,2074320.0,1386000.0,3460320.0,1005.0,63000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,1000.0,4.0
node256_only,controlled_fanout,64000,64,1000,54.411,2074320.0,1408000.0,3482320.0,1005.0,64000.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074320.0,0.0,1.0,0.0,0.0,0.0,1000.0,4.0
