variant,workload,n,fanout_target,groups,zipf_s,operation,runs,mean,std,ci95
node256_only,controlled_fanout,2000,2,1000,0.0,lookup_success,25,63.10372240000001,5.260355511151218,2.0620593603712774
node256_only,controlled_fanout,2400,24,100,0.0,insert,25,18.30416324,3.364598050315784,1.3189224357237872
node256_only,controlled_fanout,2400,24,100,0.0,lookup_absent,25,121.13432548,20.364292294143592,7.9828025793042885
node256_only,controlled_fanout,2400,24,100,0.0,lookup_success,25,92.59007964,14.108974068644393,5.530717834908602
node256_only,controlled_fanout,3000,3,1000,0.0,insert,25,4.85916608,0.4545953892954261,0.17820139260380702
node256_only,controlled_fanout,3000,3,1000,0.0,lookup_absent,25,97.85433392,9.271348440253785,3.634368588579483
node256_only,controlled_fanout,3000,3,1000,0.0,lookup_success,25,63.2241538,4.8247011583288675,1.8912828540649158
node256_only,controlled_fanout,3100,31,100,0.0,insert,25,19.662466600000002,3.0416263763750364,1.1923175395390142
node256_only,controlled_fanout,3100,31,100,0.0,lookup_absent,25,126.84462272,14.893537016265528,5.838266510376087
node256_only,controlled_fanout,3100,31,100,0.0,lookup_success,25,92.49374044,9.73894797624012,3.817667606686127
node256_only,controlled_fanout,3200,32,100,0.0,insert,25,19.82918476,3.371985835460009,1.3218184475003236
node256_only,controlled_fanout,3200,32,100,0.0,lookup_absent,25,124.75937679999998,17.75211420920804,6.958828770009552
node256_only,controlled_fanout,3200,32,100,0.0,lookup_success,25,90.26923244,13.156103009450767,5.157192379704701
node256_only,controlled_fanout,3300,33,100,0.0,insert,25,20.0482312,2.9887857983870436,1.171604032967721
node256_only,controlled_fanout,3300,33,100,0.0,lookup_absent,25,126.35166371999999,13.227081364587013,5.185015894918109
node256_only,controlled_fanout,3300,33,100,0.0,lookup_success,25,93.07401252,6.690693253378557,2.622751755324394
node256_only,controlled_fanout,3400,34,100,0.0,insert,25,19.08915868,2.8510367801042533,1.1176064178008673
