variant,workload,n,fanout_target,groups,bytes_per_key,internal_node_bytes,leaf_bytes,total_bytes,internal_nodes,leaves,avg_leaf_depth,max_leaf_depth,node2,node4,node5,node16,node32,node48,node64,node256,node2_bytes,node4_bytes,node5_bytes,node16_bytes,node32_bytes,node48_bytes,node64_bytes,node256_bytes,fanout_1_2,fanout_3_5,fanout_6_16,fanout_17_32,fanout_33_48,fanout_49_64,fanout_65_256
node32_node64,sparse_uint64,131072,0,0,47.534,3084680.0,3145728.0,6230408.0,39593.0,131072.0,2.8710000000000004,4.0,0.0,35957.0,0.0,3379.0,0.0,0.0,0.0,257.0,0.0,2013592.0,0.0,540640.0,0.0,0.0,0.0,530448.0,18234.0,20093.0,1009.0,0.0,0.0,0.0,257.0
node32_node64,sparse_uint64,262144,0,0,48.652,6462448.0,6291456.0,12753904.0,61603.0,262144.0,2.9960000000000004,5.0,0.0,37340.0,0.0,24006.0,0.0,0.0,0.0,257.0,0.0,2091040.0,0.0,3840960.0,0.0,0.0,0.0,530448.0,11615.0,35994.0,13737.0,0.0,0.0,0.0,257.0
node32_node64,sparse_uint64,524288,0,0,44.532,10764768.0,12582912.0,23347680.0,73529.0,524288.0,3.03,5.0,0.0,14556.0,0.0,58545.0,171.0,0.0,0.0,257.0,0.0,815136.0,0.0,9367200.0,51984.0,0.0,0.0,530448.0,8568.0,12115.0,52418.0,171.0,0.0,0.0,257.0
node32_node64,sparse_uint64,1048576,0,0,39.642,16401448.0,25165824.0,41567272.0,97135.0,1048576.0,3.0610000000000004,6.0,0.0,31375.0,0.0,40280.0,25219.0,4.0,0.0,257.0,0.0,1757000.0,0.0,6444800.0,7666576.0,2624.0,0.0,530448.0,30666.0,777.0,40212.0,25219.0,4.0,0.0,257.0
node32_node64,sparse_uint64,2097152,0,0,40.418,34431728.0,50331648.0,84763376.0,186739.0,2097152.0,3.1180000000000003,6.0,0.0,120944.0,0.0,160.0,44854.0,20497.0,27.0,257.0,0.0,6772864.0,0.0,25600.0,13635616.0,13446032.0,21168.0,530448.0,116024.0,4922.0,158.0,44854.0,20497.0,27.0,257.0
node32_node64,sparse_uint64,4194304,0,0,44.52,86066264.0,100663296.0,186729560.0,511424.0,4194304.0,3.222,6.0,0.0,445535.0,0.0,96.0,4.0,7146.0,50490.0,8153.0,0.0,24949960.0,0.0,15360.0,1216.0,4687776.0,39584160.0,16827792.0,409933.0,35695.0,3.0,4.0,7146.0,50490.0,8153.0
node32_node64,uuid_fixture,4096,0,0,79.682,109288.0,217088.0,326376.0,1426.0,4096.0,3.704,7.0,0.0,1143.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,64008.0,0.0,45280.0,0.0,0.0,0.0,0.0,842.0,310.0,274.0,0.0,0.0,0.0,0.0
node32_node64,uuid_fixture,8192,0,0,79.46,216760.0,434176.0,650936.0,3113.0,8192.0,4.007,7.0,0.0,2705.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,151480.0,0.0,65280.0,0.0,0.0,0.0,0.0,1596.0,1214.0,303.0,0.0,0.0,0.0,0.0
node32_node64,uuid_fixture,16384,0,0,81.205,462104.0,868352.0,1330456.0,5728.0,16384.0,4.223,7.0,0.0,4369.0,0.0,1359.0,0.0,0.0,0.0,0.0,0.0,244664.0,0.0,217440.0,0.0,0.0,0.0,0.0,2371.0,2581.0,776.0,0.0,0.0,0.0,0.0
node32_node64,uuid_fixture,32768,0,0,82.37100000000001,962440.0,1736704.0,2699144.0,10471.0,32768.0,4.428,7.0,0.0,6855.0,0.0,3616.0,0.0,0.0,0.0,0.0,0.0,383880.0,0.0,578560.0,0.0,0.0,0.0,0.0,5394.0,2124.0,2953.0,0.0,0.0,0.0,0.0
