variant,workload,n,fanout_target,groups,zipf_s,operation,runs,mean,std,ci95,menu_count
count2_node16_node256,dense_uint64,32768,0,0,0.0,lookup_absent_early,25,207.76488388,10.21648500707964,4.0048621227752195,2
count2_node16_node256,dense_uint64,32768,0,0,0.0,lookup_absent_late,25,110.22143364,4.161643072073135,1.6313640842526689,2
count2_node16_node256,dense_uint64,32768,0,0,0.0,lookup_success,25,40.30425932,1.1700786883391534,0.4586708458289482,2
count2_node16_node256,dense_uint64,65536,0,0,0.0,insert,25,22.348500119999997,2.0023374482941456,0.7849162797313051,2
count2_node16_node256,dense_uint64,65536,0,0,0.0,lookup_absent_early,25,311.74015972,14.383700122532874,5.638410448032887,2
count2_node16_node256,dense_uint64,65536,0,0,0.0,lookup_absent_late,25,108.93632528,1.9519215776688805,0.7651532584462012,2
count2_node16_node256,dense_uint64,65536,0,0,0.0,lookup_success,25,38.78363356,0.8162453052938039,0.3199681596751711,2
count2_node16_node256,dense_uint64,131072,0,0,0.0,insert,25,16.666262,2.690638699993476,1.0547303703974424,2
count2_node16_node256,dense_uint64,131072,0,0,0.0,lookup_absent_early,25,226.22287956,10.294051000058884,4.0352679920230825,2
count2_node16_node256,dense_uint64,131072,0,0,0.0,lookup_absent_late,25,72.62577040000001,12.314476101418743,4.827274631756147,2
count2_node16_node256,dense_uint64,131072,0,0,0.0,lookup_success,25,26.86559048,3.57978204227285,1.4032745605709571,2
count2_node16_node256,dense_uint64,262144,0,0,0.0,insert,25,7.7751548,1.9011975524354598,0.7452694405547002,2
count2_node16_node256,dense_uint64,262144,0,0,0.0,lookup_absent_early,25,229.85013092,6.945799996390339,2.7227535985850126,2
count2_node16_node256,dense_uint64,262144,0,0,0.0,lookup_absent_late,25,37.39667128,9.001510456251102,3.5285920988504325,2
count2_node16_node256,dense_uint64,262144,0,0,0.0,lookup_success,25,11.1994262,3.9236919075683367,1.538087227766788,2
count2_node16_node256,dense_uint64,524288,0,0,0.0,insert,25,4.05672684,0.5737923487500135,0.2249266007100053,2
count2_node16_node256,dense_uint64,524288,0,0,0.0,lookup_absent_early,25,211.79635788,6.947340242431296,2.723357375033068,2
count2_node16_node256,dense_uint64,524288,0,0,0.0,lookup_absent_late,25,20.5796682,2.124194803498885,0.8326843629715629,2
