variant,workload,n,seed,fanout_target,groups,zipf_s,run,operation,seconds,ops,mops_per_sec,keys,node4,node16,node32,node48,node256,internal_nodes,leaves,internal_node_bytes,leaf_bytes,total_bytes,bytes_per_key,avg_leaf_depth,max_leaf_depth,fanout_0_4,fanout_5_16,fanout_17_32,fanout_33_48,fanout_49_64,fanout_65_256,node64,node4_bytes,node16_bytes,node32_bytes,node48_bytes,node64_bytes,node256_bytes,node2,node5,node2_bytes,node5_bytes,fanout_1_2,fanout_3_5,fanout_6_16
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,1,lookup_success,0.001664500,65536,39.372785,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,1,lookup_absent,0.000229000,65536,286.183409,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,2,insert,0.004148500,65536,15.797517,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,2,lookup_success,0.001664500,65536,39.372785,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,2,lookup_absent,0.000249100,65536,263.091130,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,3,insert,0.003524400,65536,18.594938,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,3,lookup_success,0.001681100,65536,38.983999,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,3,lookup_absent,0.000216100,65536,303.267004,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,4,insert,0.003846000,65536,17.040042,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
count3_node4_node16_node256,dense_uint64,65536,1,0,0,0,4,lookup_success,0.001702100,65536,38.503026,65536,0,0,0,0,257,257,65536,530448,1572864,2103312,32.094,8.000,8,0,0,0,0,0,257,0,0,0,0,0,0,530448,0,0,0,0,0,0,0
