variant,workload,n,fanout_target,groups,zipf_s,operation,runs,mean,std,ci95,menu_count
count3_node4_node16_node256,words_fixture,4096,0,0,0.0,lookup_success,10,15.5850763,0.31992752430026994,0.19829313394167308,3
count3_node4_node16_node256,words_fixture,16384,0,0,0.0,insert,10,6.760518899999999,0.5114143261753952,0.3169778833558853,3
count3_node4_node16_node256,words_fixture,16384,0,0,0.0,lookup_absent,10,271.8474002,33.19173853196633,20.572452679310274,3
count3_node4_node16_node256,words_fixture,16384,0,0,0.0,lookup_success,10,11.9749049,0.09973976969811728,0.061819349727152285,3
count3_node4_node16_node256,words_fixture,65536,0,0,0.0,insert,10,5.1409576999999995,0.35888420636530594,0.22243873564174801,3
count3_node4_node16_node256,words_fixture,65536,0,0,0.0,lookup_absent,10,125.4309015,12.721550978793948,7.884898986734923,3
count3_node4_node16_node256,words_fixture,65536,0,0,0.0,lookup_success,10,8.4976754,0.9636990492381373,0.5973068590081286,3
count3_node4_node16_node256,words_fixture,235886,0,0,0.0,insert,20,2.4286227499999997,0.18901356366336167,0.08283884669606913,3
count3_node4_node16_node256,words_fixture,235886,0,0,0.0,lookup_absent,20,139.77424630000002,14.908217261382001,6.533814295078037,3
count3_node4_node16_node256,words_fixture,235886,0,0,0.0,lookup_success,20,2.7181618,0.2276224895538547,0.09975995453063034,3
count4_original4,dense_uint64,4096,0,0,0.0,insert,10,22.2524653,1.43612967979242,0.890122397488418,4
count4_original4,dense_uint64,4096,0,0,0.0,lookup_absent,10,237.73109540000002,6.235076358136879,3.8645403646489327,4
count4_original4,dense_uint64,4096,0,0,0.0,lookup_success,10,78.78883970000001,4.227956281521108,2.6205144526556627,4
count4_original4,dense_uint64,16384,0,0,0.0,insert,10,16.0089986,4.794246366695493,2.971504683817937,4
count4_original4,dense_uint64,16384,0,0,0.0,lookup_absent,10,188.8867185,48.324543470542054,29.951862353927247,4
count4_original4,dense_uint64,16384,0,0,0.0,lookup_success,10,47.3266377,7.083310802129689,4.390281519882399,4
count4_original4,dense_uint64,65536,0,0,0.0,insert,10,15.7248799,1.4379429173583318,0.8912462537752812,4
count4_original4,dense_uint64,65536,0,0,0.0,lookup_absent,10,264.74214689999997,14.397632134999789,8.923744850127111,4
count4_original4,dense_uint64,65536,0,0,0.0,lookup_success,10,38.492202000000006,3.716350233399579,2.303417738806442,4
count4_original4,dense_uint64,262144,0,0,0.0,insert,10,7.862995,0.788124434830637,0.48848458556475954,4
count4_original4,dense_uint64,262144,0,0,0.0,lookup_absent,10,158.39502720000002,12.379206999533162,7.6727119900638545,4
count4_original4,dense_uint64,262144,0,0,0.0,lookup_success,10,8.781824799999999,1.9740396552525261,1.2235224544099443,4
count4_original4,dense_uint64,1048576,0,0,0.0,insert,10,2.9583185,0.05450985462026306,0.03378555792283806,4
count4_original4,dense_uint64,1048576,0,0,0.0,lookup_absent,10,188.9330685,12.71195292678211,7.878950052465122,4
count4_original4,dense_uint64,1048576,0,0,0.0,lookup_success,10,4.1256494,0.08012187754387422,0.04966005419575704,4
count4_original4,sparse_uint64,4096,0,0,0.0,insert,10,12.168011400000001,1.6357788454553919,1.0138662323920833,4
count4_original4,sparse_uint64,4096,0,0,0.0,lookup_absent,10,103.629359,12.250604346291528,7.593003239776512,4
count4_original4,sparse_uint64,4096,0,0,0.0,lookup_success,10,49.7166354,4.664054524570354,2.890810944055792,4
count4_original4,sparse_uint64,16384,0,0,0.0,insert,10,11.4287651,1.5093655153244905,0.9355144386272772,4
count4_original4,sparse_uint64,16384,0,0,0.0,lookup_absent,10,108.0872009,3.1720515892606844,1.9660579440136505,4
count4_original4,sparse_uint64,16384,0,0,0.0,lookup_success,10,41.4001327,4.751656345550069,2.9451071152247392,4
count4_original4,sparse_uint64,65536,0,0,0.0,insert,10,11.520291799999999,0.6629549630367559,0.4109037431845418,4
count4_original4,sparse_uint64,65536,0,0,0.0,lookup_absent,10,54.1803272,6.141647529221632,3.8066325765440343,4
count4_original4,sparse_uint64,65536,0,0,0.0,lookup_success,10,28.855097699999998,0.7538662395490258,0.4672511361438815,4
count4_original4,sparse_uint64,262144,0,0,0.0,insert,10,4.4512493,0.5652194592140595,0.3503266503171542,4
count4_original4,sparse_uint64,262144,0,0,0.0,lookup_absent,10,28.015590200000002,2.92430824881273,1.8125050307466555,4
count4_original4,sparse_uint64,262144,0,0,0.0,lookup_success,10,6.032944,0.860547349458988,0.5333727731074087,4
count4_original4,sparse_uint64,1048576,0,0,0.0,insert,10,2.5355887,0.066029179430259,0.040925309410185275,4
count4_original4,sparse_uint64,1048576,0,0,0.0,lookup_absent,10,20.0725945,0.8279693741495582,0.5131807348146414,4
count4_original4,sparse_uint64,1048576,0,0,0.0,lookup_success,10,3.4670386,0.07533521622455205,0.046693250773007657,4
count4_original4,uuid_fixture,4096,0,0,0.0,insert,10,8.6927378,0.8379949671406548,0.5193946617287958,4
count4_original4,uuid_fixture,4096,0,0,0.0,lookup_absent,10,333.1079896,6.037885908755403,3.742320457884922,4
count4_original4,uuid_fixture,4096,0,0,0.0,lookup_success,10,32.7922671,0.4606449275067028,0.2855106840507684,4
count4_original4,uuid_fixture,16384,0,0,0.0,insert,10,7.7649669,1.2818713111055389,0.79451207002268,4
count4_original4,uuid_fixture,16384,0,0,0.0,lookup_absent,10,238.9560409,60.88861694591161,37.73915577281479,4
count4_original4,uuid_fixture,16384,0,0,0.0,lookup_success,10,20.2152618,1.162141808508641,0.7203029554829325,4
count4_original4,uuid_fixture,65536,0,0,0.0,insert,10,5.911334200000001,1.029326456684694,0.6379831475628793,4
count4_original4,uuid_fixture,65536,0,0,0.0,lookup_absent,10,130.4321018,3.603835532616165,2.23368040475977,4
count4_original4,uuid_fixture,65536,0,0,0.0,lookup_success,10,13.330261799999999,4.1185463461065375,2.552701472121518,4
count4_original4,uuid_fixture,100000,0,0,0.0,insert,20,4.50114955,0.5759145906070184,0.252405698070926,4
count4_original4,uuid_fixture,100000,0,0,0.0,lookup_absent,20,122.88977204999999,10.309959871873152,4.518539139285465,4
count4_original4,uuid_fixture,100000,0,0,0.0,lookup_success,20,8.159773300000001,1.5997979272044627,0.7011423554365179,4
count4_original4,words_fixture,4096,0,0,0.0,insert,10,6.582125100000001,0.9788359738556188,0.6066888220861855,4
count4_original4,words_fixture,4096,0,0,0.0,lookup_absent,10,271.5334507,52.52152604823889,32.5531791060583,4
